release_sequence,release_key,provider,model,release_date,mention_position,raw_mention,benchmark_id,benchmark_name,match_source,match_type,source_author,frontier_lab_author_affiliations,source_author_group,self_affiliated_source,legacy_task_mode,legacy_task_domain,headline_task_mode,facet_domain,construct_claim,benchmark_lifecycle_risk
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,21,Humanity's Last Exam,benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),alias,legacy_name,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Multimodal Perception,Bio/Medicine; Coding/Engineering; Other Specialized; STEM/Math; Visual/Document,domain_expertise; factual_knowledge; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,22,Graphwalks,benchmark_graphwalks,GraphWalks,alias,case_variant,OpenAI,OpenAI,Self-affiliated frontier lab,True,Generative Reasoning,STEM/Math,Knowledge Retrieval,Other Specialized; STEM/Math,long_context_reasoning; long_context_retrieval; reasoning,construct_validity_risk; contamination_risk; provider_created_benchmark
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,23,OpenAI MRCR v2,benchmark_mrcr_v2,MRCR v2,alias,provider_abbreviation,OpenAI,Google; DeepMind,Self-affiliated frontier lab,True,Generative Reasoning,General/Commonsense,Knowledge Retrieval,General/Commonsense,long_context_reasoning; long_context_retrieval; reasoning,construct_validity_risk; contamination_risk; version_instability
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,24,ARC-AGI-1 (Verified),benchmark_arc_agi,ARC-AGI,alias,version_alias,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Multimodal Perception,General/Commonsense; STEM/Math; Visual/Document,multimodal_understanding; reasoning,construct_validity_risk; contamination_risk; distribution_shift_risk
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,25,ARC-AGI-2 (Verified),benchmark_arc_agi_2,ARC-AGI-2,alias,version_alias,Academia,none,Academia,False,Generative Reasoning,General/Commonsense,Multimodal Perception,General/Commonsense; Visual/Document,multimodal_understanding; reasoning,construct_validity_risk; contamination_risk; distribution_shift_risk
34,OpenAI::GPT-5.4::2026-03-05,OpenAI,GPT-5.4,2026-03-05,26,CoT controllability,benchmark_cot_control,CoT-Control,alias,legacy_name,OpenAI,OpenAI,Self-affiliated frontier lab,True,Constraint Satisfaction,General/Commonsense,Constraint Satisfaction,General/Commonsense; STEM/Math,instruction_following; reasoning,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark; unclear_metric
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,1,SWE-bench Pro,benchmark_swe_bench_pro,SWE-bench Pro,canonical,exact,Others(Scale AI),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,private_or_opaque_eval; provider_created_benchmark
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,2,SWE-bench Verified,benchmark_swe_bench_verified,SWE-bench verified,alias,case_variant,OpenAI,OpenAI,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,3,Terminal-Bench 2.0,benchmark_terminal_bench_2_0,Terminal-Bench 2.0,canonical,exact,Academia,Anthropic,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Other Specialized,agentic_task_completion; coding; computer_use; software_engineering; tool_use,construct_validity_risk; contamination_risk; version_instability
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,4,Humanity's Last Exam,benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),alias,legacy_name,"Academia, Others(CAIS; Scale AI)",OpenAI; Anthropic; Google; DeepMind; Microsoft,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Multimodal Perception,Bio/Medicine; Coding/Engineering; Other Specialized; STEM/Math; Visual/Document,domain_expertise; factual_knowledge; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,5,BrowseComp,benchmark_browsecomp,BrowseComp,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion; factual_knowledge; reasoning; tool_use; web_navigation,contamination_risk; distribution_shift_risk; provider_created_benchmark
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,6,MCP-Atlas,benchmark_scale_mcp_atlas,Scale MCP-Atlas,alias,provider_abbreviation,Others(Scale AI),none,Independent/industry,False,Agentic,General/Commonsense,Agentic,General/Commonsense; Other Specialized,agentic_task_completion; reasoning; tool_use,private_or_opaque_eval; provider_created_benchmark; unclear_metric; version_instability
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,7,OSWorld-Verified,benchmark_osworld_verified,OSWorld-Verified,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,Coding/Engineering; General/Commonsense; Visual/Document,agentic_task_completion; computer_use; instruction_following; multimodal_understanding; reasoning; tool_use; web_navigation,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,8,Finance Agent v1.1,benchmark_financeagent_v1_1,FinanceAgent v1.1,alias,case_variant,"Academia, Others(vals.ai)",none,Academia,False,Agentic,Specialized (Law/Bio/Finance),Agentic,Finance,agentic_task_completion; document_understanding; domain_expertise; mathematical_reasoning; reasoning; tool_use; web_navigation,construct_validity_risk; private_or_opaque_eval; unclear_metric; version_instability
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,9,CyberGym,benchmark_cybergym,CyberGym,canonical,exact,Academia,none,Academia,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Cybersecurity,agentic_task_completion; coding; domain_expertise; reasoning; tool_use,construct_validity_risk; contamination_risk; version_instability
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,10,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Self-affiliated frontier lab,True,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,11,CharXiv Reasoning,benchmark_charxiv_reasoning,CharXiv Reasoning,canonical,exact,Academia,none,Academia,False,Multimodal Perception,STEM/Math,Multimodal Perception,STEM/Math; Visual/Document,multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,12,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Generative Reasoning,General/Commonsense,Constraint Satisfaction,Bio/Medicine; General/Commonsense; Law; Multilingual; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,13,93-task coding benchmark,benchmark_93_task_coding_benchmark,93-task coding benchmark,canonical,exact,Others(early-access tester),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,coding; software_engineering,private_or_opaque_eval; provider_created_benchmark; unclear_metric
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,14,internal research-agent benchmark,benchmark_internal_research_agent_benchmark,internal research-agent benchmark,canonical,exact,Others(early-access tester),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,General/Commonsense; Other Specialized,agentic_task_completion; reasoning; tool_use; web_navigation,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark; unclear_metric
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,15,BigLaw Bench,benchmark_biglaw_bench,BigLaw Bench,canonical,exact,Others(Harvey),none,Independent/industry,False,Generative Reasoning,Specialized (Law/Bio/Finance),Multimodal Perception,Law,document_understanding; domain_expertise; long_context_reasoning; reasoning,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark; unclear_metric
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,16,CursorBench,benchmark_cursorbench,CursorBench,canonical,exact,Others(Cursor),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,private_or_opaque_eval; unclear_metric; version_instability
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,17,implicit-need tests,benchmark_implicit_need_tests,implicit-need tests,canonical,exact,Others(Notion),none,Independent/industry,False,Agentic,General/Commonsense,Constraint Satisfaction,General/Commonsense,instruction_following; reasoning,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark; unclear_metric
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,18,Rakuten-SWE-Bench,benchmark_rakuten_swe_bench,Rakuten-SWE-Bench,canonical,exact,Others(Rakuten),none,Independent/industry,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,private_or_opaque_eval; unclear_metric; version_instability
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,19,Terminal Bench,benchmark_terminal_bench,Terminal-bench,alias,case_variant,Academia,Anthropic,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Other Specialized,agentic_task_completion; coding; computer_use; software_engineering; tool_use,construct_validity_risk; contamination_risk; distribution_shift_risk
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,20,Qodo's real-world code review benchmark,benchmark_qodo_s_real_world_code_review_benchmark,Qodo's real-world code review benchmark,canonical,exact,Others(Qodo),none,Independent/industry,False,Generative Reasoning,Coding/Engineering,Generative Reasoning,Coding/Engineering,coding; software_engineering,private_or_opaque_eval; unclear_metric
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,21,OfficeQA Pro,benchmark_officeqa_pro,OfficeQA Pro,canonical,exact,"Academia, Others(Databricks)",none,Academia,False,Agentic,Specialized (Law/Bio/Finance),Multimodal Perception,Other Specialized; Visual/Document,document_understanding; multimodal_understanding,construct_validity_risk; contamination_risk; unclear_metric
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,22,GDPval-AA,benchmark_gdpval_aa,GDPval-AA,canonical,exact,Others(Artificial Analysis),none,Independent/industry,False,Agentic,Specialized (Law/Bio/Finance),Agentic,General/Commonsense; Other Specialized,document_understanding; domain_expertise; instruction_following; reasoning,construct_validity_risk; private_or_opaque_eval; unclear_metric
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,23,GraphWalks,benchmark_graphwalks,GraphWalks,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Generative Reasoning,STEM/Math,Knowledge Retrieval,Other Specialized; STEM/Math,long_context_reasoning; long_context_retrieval; reasoning,construct_validity_risk; contamination_risk; provider_created_benchmark
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,24,SWE-bench Multilingual,benchmark_swe_bench_multilingual,SWE-bench Multilingual,canonical,exact,Academia,none,Academia,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Multilingual,agentic_task_completion; coding; reasoning; software_engineering; tool_use,construct_validity_risk; contamination_risk; distribution_shift_risk
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,25,SWE-bench Multimodal,benchmark_swe_bench_multimodal,SWE-bench Multimodal,canonical,exact,Academia,none,Academia,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; Visual/Document,agentic_task_completion; coding; multimodal_understanding; software_engineering,construct_validity_risk; contamination_risk; distribution_shift_risk
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,26,Structural Biology,benchmark_structural_biology,Structural Biology,canonical,exact,Anthropic,Anthropic,Self-affiliated frontier lab,True,Generative Reasoning,Specialized (Law/Bio/Finance),Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; scientific_reasoning,construct_validity_risk; private_or_opaque_eval; unclear_metric
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,27,Vending-Bench 2,benchmark_vending_bench_2,Vending-Bench 2,canonical,exact,Others(Andon Labs),none,Independent/industry,False,Agentic,General/Commonsense,Agentic,Finance; General/Commonsense; Other Specialized,agentic_task_completion; reasoning; tool_use; web_navigation,construct_validity_risk; distribution_shift_risk; unclear_metric
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,28,ScreenSpot-Pro,benchmark_screenspot_pro,ScreenSpot-Pro,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Agentic,Other Specialized; Visual/Document,computer_use; domain_expertise; multimodal_understanding,construct_validity_risk; distribution_shift_risk
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,29,Misaligned behavior,benchmark_automated_behavioral_audit,automated behavioral audit,alias,legacy_name,Anthropic,Anthropic,Self-affiliated frontier lab,True,Constraint Satisfaction,General/Commonsense,Agentic,General/Commonsense; Other Specialized,agentic_task_completion; safety_or_refusal; tool_use,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark; unclear_metric
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,30,automated behavioral audit,benchmark_automated_behavioral_audit,automated behavioral audit,canonical,exact,Anthropic,Anthropic,Self-affiliated frontier lab,True,Constraint Satisfaction,General/Commonsense,Agentic,General/Commonsense; Other Specialized,agentic_task_completion; safety_or_refusal; tool_use,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark; unclear_metric
35,Anthropic::Claude 4.7 (Opus)::2026-04-16,Anthropic,Claude 4.7 (Opus),2026-04-16,31,Anthropic internal autonomous agentic coding evaluation,benchmark_anthropic_internal_autonomous_agentic_coding_evaluation,Anthropic internal autonomous agentic coding evaluation,canonical,exact,Anthropic,Anthropic,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering; tool_use,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark; unclear_metric
36,OpenAI::GPT-5.5::2026-04-23,OpenAI,GPT-5.5,2026-04-23,1,Artificial Analysis's Coding Index,benchmark_artificial_analysis_coding_index,Artificial Analysis Coding Index,alias,provider_abbreviation,Others(Artificial Analysis),none,Independent/industry,False,Generative Reasoning,Coding/Engineering,Agentic,Coding/Engineering,coding; reasoning; software_engineering,construct_validity_risk; contamination_risk; unclear_metric; version_instability
36,OpenAI::GPT-5.5::2026-04-23,OpenAI,GPT-5.5,2026-04-23,2,Artificial Analysis Intelligence Index,benchmark_artificial_analysis_intelligence_index,Artificial Analysis Intelligence Index,canonical,exact,Others(Artificial Analysis),none,Independent/industry,False,Generative Reasoning,General/Commonsense,Generative Reasoning,Coding/Engineering; General/Commonsense; Other Specialized; STEM/Math,coding; domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; unclear_metric; version_instability
36,OpenAI::GPT-5.5::2026-04-23,OpenAI,GPT-5.5,2026-04-23,3,AA-LCR,benchmark_aa_lcr,AA-LCR,canonical,exact,Others(Artificial Analysis),none,Independent/industry,False,Knowledge Retrieval,General/Commonsense,Knowledge Retrieval,General/Commonsense,long_context_reasoning; long_context_retrieval; reasoning,construct_validity_risk; private_or_opaque_eval
